order_id,customer_id,order_date,sales_channel,campaign,discount_rate,order_total,items,returned
O-0010478,C-00949,2026-03-19,online,cart-recovery,0.16,85.99,1,0
O-0010479,C-00949,2026-04-26,online,winter-layering,0.3,75.46,2,0
O-0010480,C-00949,2026-05-27,online,trail-season,0.16,55.8,2,0
O-0010481,C-00950,2025-09-02,retail-store,always-on,0.29,51.2,1,0
O-0010482,C-00950,2026-01-22,online,trail-season,0.21,109.4,3,0
O-0010483,C-00950,2026-06-10,retail-store,winter-layering,0.25,83.7,1,0
O-0010484,C-00951,2026-05-01,retail-store,member-event,0.3,85.48,1,0
O-0010485,C-00951,2026-05-12,online,member-event,0.21,80.42,2,0
O-0010486,C-00951,2026-05-27,online,winter-layering,0.2,93.49,3,0
O-0010487,C-00951,2026-06-03,online,trail-season,0.18,76.56,3,0
O-0010488,C-00952,2024-07-26,retail-store,cart-recovery,0.07,51.49,1,0
O-0010489,C-00952,2024-09-06,online,winter-layering,0.01,143.95,3,0
O-0010490,C-00952,2024-10-24,online,always-on,0.16,118.96,3,0
O-0010491,C-00952,2024-12-11,retail-store,always-on,0.16,129.56,2,0
O-0010492,C-00952,2025-01-26,retail-store,member-event,0.13,159.65,3,0
O-0010493,C-00952,2025-03-12,online,member-event,0.14,121.76,3,0
O-0010494,C-00952,2025-04-26,online,member-event,0.12,81.46,1,0
O-0010495,C-00952,2025-06-13,retail-store,cart-recovery,0.12,143.72,2,0
O-0010496,C-00952,2025-07-25,online,winter-layering,0.11,86.98,1,0
O-0010497,C-00952,2025-09-09,online,member-event,0.19,106.99,2,0
O-0010498,C-00952,2025-10-28,online,cart-recovery,0.16,103.84,2,0
O-0010499,C-00952,2025-12-12,online,trail-season,0.11,137.76,1,0
O-0010500,C-00952,2026-01-25,retail-store,trail-season,0.09,71.7,1,0
O-0010501,C-00952,2026-03-12,online,always-on,0.18,136.01,3,0
O-0010502,C-00952,2026-04-25,online,always-on,0.14,131.5,3,0
O-0010503,C-00952,2026-06-11,online,member-event,0.05,108.48,1,0
O-0010504,C-00953,2024-07-29,online,trail-season,0.23,134.77,2,0
O-0010505,C-00953,2024-10-09,online,winter-layering,0.1,103.03,3,0
O-0010506,C-00953,2024-12-15,online,member-event,0.14,78.67,1,0
O-0010507,C-00953,2025-02-16,online,winter-layering,0.13,118.31,2,0
O-0010508,C-00953,2025-04-25,online,winter-layering,0.17,87.93,1,0
O-0010509,C-00953,2025-06-30,online,winter-layering,0.17,96.14,3,0
O-0010510,C-00953,2025-08-26,online,trail-season,0.13,95.35,2,0
O-0010511,C-00953,2025-11-07,online,member-event,0.06,79.28,2,0
O-0010512,C-00953,2026-01-09,online,trail-season,0.22,51.57,1,1
O-0010513,C-00953,2026-03-21,online,winter-layering,0.22,83.14,1,0
O-0010514,C-00953,2026-05-23,online,trail-season,0.25,74.92,1,0
O-0010515,C-00954,2024-07-25,online,always-on,0.19,95.15,2,0
O-0010516,C-00954,2024-09-01,online,cart-recovery,0.17,133.85,1,0
O-0010517,C-00954,2024-10-07,online,member-event,0.08,151.52,3,0
O-0010518,C-00954,2024-11-09,retail-store,member-event,0.19,113.3,2,1
O-0010519,C-00954,2024-12-15,online,trail-season,0.3,110.1,2,0
O-0010520,C-00954,2025-01-24,retail-store,member-event,0.24,117.94,2,0
O-0010521,C-00954,2025-02-27,online,always-on,0.21,155.64,2,0
O-0010522,C-00954,2025-04-05,online,winter-layering,0.23,98.92,1,0
O-0010523,C-00954,2025-05-10,online,cart-recovery,0.17,135.16,2,0
O-0010524,C-00954,2025-06-17,online,member-event,0.13,119.79,2,0
O-0010525,C-00954,2025-07-22,online,member-event,0.2,157.87,4,1
O-0010526,C-00954,2025-08-28,online,member-event,0.19,126.09,3,0
O-0010527,C-00954,2025-10-02,online,member-event,0.18,122.44,2,0
O-0010528,C-00954,2025-11-07,online,trail-season,0.16,182.69,3,0
O-0010529,C-00954,2025-12-13,online,winter-layering,0.18,151.49,1,0
O-0010530,C-00954,2026-01-12,retail-store,member-event,0.25,144.81,1,0
O-0010531,C-00954,2026-02-18,online,winter-layering,0.17,110.52,1,0
O-0010532,C-00954,2026-03-28,online,trail-season,0.21,197.63,3,0
O-0010533,C-00954,2026-05-06,online,cart-recovery,0.14,146.55,2,0
O-0010534,C-00954,2026-06-03,online,trail-season,0.16,129.06,2,0
O-0010535,C-00955,2024-07-28,online,member-event,0.04,137.12,3,0
O-0010536,C-00955,2024-08-21,online,trail-season,0.11,130.11,1,0
O-0010537,C-00955,2024-09-26,online,member-event,0.01,103.3,2,0
O-0010538,C-00955,2024-10-28,online,trail-season,0.04,137.1,3,0
O-0010539,C-00955,2024-12-08,retail-store,cart-recovery,0.06,183.28,2,0
O-0010540,C-00955,2025-01-07,online,winter-layering,0,149.86,2,0
O-0010541,C-00955,2025-02-10,online,trail-season,0.09,153.13,5,0
O-0010542,C-00955,2025-03-12,online,member-event,0.04,145.78,3,0
O-0010543,C-00955,2025-04-17,online,cart-recovery,0.09,109.55,2,0
O-0010544,C-00955,2025-05-20,online,winter-layering,0.08,173.87,3,1
O-0010545,C-00955,2025-06-22,online,trail-season,0.14,158.01,1,0
O-0010546,C-00955,2025-07-18,online,winter-layering,0.08,139.22,3,0
O-0010547,C-00955,2025-08-22,online,always-on,0.05,145.25,4,0
O-0010548,C-00955,2025-09-26,retail-store,cart-recovery,0.04,153.49,3,0
O-0010549,C-00955,2025-10-31,online,trail-season,0.1,109.5,2,0
O-0010550,C-00955,2025-11-22,online,trail-season,0.02,116.16,2,0
O-0010551,C-00955,2026-01-02,online,always-on,0,81.19,1,0
O-0010552,C-00955,2026-02-04,online,always-on,0.05,150.13,4,0
O-0010553,C-00955,2026-03-06,online,cart-recovery,0.13,175.92,3,0
O-0010554,C-00955,2026-04-12,online,trail-season,0.04,131.82,3,0
O-0010555,C-00955,2026-05-12,online,member-event,0.14,130.88,3,0
O-0010556,C-00955,2026-06-11,online,winter-layering,0.12,184.6,2,0
O-0010557,C-00956,2026-04-28,online,member-event,0.26,79.9,2,0
O-0010558,C-00956,2026-05-17,retail-store,cart-recovery,0.3,90.47,2,0
O-0010559,C-00956,2026-06-10,online,winter-layering,0.4,59.38,3,0
O-0010560,C-00957,2024-07-25,retail-store,winter-layering,0.12,121.74,1,0
O-0010561,C-00957,2024-09-12,online,member-event,0.23,165.41,2,0
O-0010562,C-00957,2024-11-04,online,trail-season,0.08,103.85,1,0
O-0010563,C-00957,2024-12-30,online,member-event,0.17,99.7,1,0
O-0010564,C-00957,2025-02-22,online,trail-season,0.2,128.83,3,0
O-0010565,C-00957,2025-04-15,online,always-on,0.21,111.41,2,0
O-0010566,C-00957,2025-06-01,online,cart-recovery,0.19,74.07,1,0
O-0010567,C-00957,2025-07-31,online,trail-season,0.2,93,2,0
O-0010568,C-00957,2025-09-18,online,winter-layering,0.16,118.22,2,0
O-0010569,C-00957,2025-10-31,retail-store,winter-layering,0.22,64.78,2,0
O-0010570,C-00957,2026-01-04,online,member-event,0.22,141.77,2,1
O-0010571,C-00957,2026-02-25,online,cart-recovery,0.15,131.02,2,0
O-0010572,C-00957,2026-04-17,online,member-event,0.21,112.36,3,0
O-0010573,C-00957,2026-06-09,retail-store,winter-layering,0.23,67.84,1,0
O-0010574,C-00958,2024-07-28,online,trail-season,0.42,103.92,2,0
O-0010575,C-00958,2024-12-07,online,member-event,0.35,92.63,4,0
O-0010576,C-00958,2025-04-11,retail-store,winter-layering,0.46,74.66,1,0
O-0010577,C-00958,2025-08-24,online,member-event,0.38,71.29,1,0
O-0010578,C-00958,2026-01-01,online,winter-layering,0.28,89.93,2,1
O-0010579,C-00959,2024-07-29,online,winter-layering,0.06,130.69,2,0
O-0010580,C-00959,2024-09-10,online,member-event,0.1,130,1,1
O-0010581,C-00959,2024-10-29,online,winter-layering,0.12,155.18,3,0
O-0010582,C-00959,2024-12-11,online,cart-recovery,0.1,97.81,2,0
O-0010583,C-00959,2025-01-15,retail-store,cart-recovery,0,153.17,3,1
O-0010584,C-00959,2025-03-11,online,member-event,0.11,154.07,4,0
O-0010585,C-00959,2025-04-28,online,winter-layering,0,156.01,4,0
O-0010586,C-00959,2025-06-09,online,member-event,0.02,42.93,1,1
O-0010587,C-00959,2025-07-26,online,winter-layering,0.01,128.06,3,0
O-0010588,C-00959,2025-09-10,online,always-on,0.01,107.19,2,0
O-0010589,C-00959,2025-10-26,online,winter-layering,0.08,152.33,4,0
O-0010590,C-00959,2025-12-11,retail-store,trail-season,0.09,121.85,2,0
O-0010591,C-00959,2026-01-20,online,always-on,0.01,147.27,1,0
O-0010592,C-00959,2026-03-04,online,winter-layering,0.04,106.09,2,0
O-0010593,C-00959,2026-04-23,online,trail-season,0.06,149.78,3,0
O-0010594,C-00959,2026-06-05,online,trail-season,0.02,138.23,2,0
O-0010595,C-00960,2024-11-28,online,winter-layering,0.11,119.23,2,0
O-0010596,C-00960,2025-01-04,online,member-event,0.12,152.01,3,0
O-0010597,C-00960,2025-02-09,online,winter-layering,0.15,90.94,1,0
O-0010598,C-00960,2025-03-18,retail-store,cart-recovery,0.16,109.49,2,0
O-0010599,C-00960,2025-04-21,retail-store,winter-layering,0.11,130.25,2,0
O-0010600,C-00960,2025-05-25,online,cart-recovery,0.13,166.28,3,0
O-0010601,C-00960,2025-07-02,online,winter-layering,0.01,164.92,3,0
O-0010602,C-00960,2025-08-02,online,trail-season,0.04,112.52,2,0
O-0010603,C-00960,2025-09-09,retail-store,always-on,0.17,179.47,3,1
O-0010604,C-00960,2025-10-07,online,winter-layering,0,148.78,3,0
O-0010605,C-00960,2025-11-14,online,cart-recovery,0.12,155.84,4,0
O-0010606,C-00960,2025-12-21,retail-store,trail-season,0.12,148.6,1,0
O-0010607,C-00960,2026-01-21,online,cart-recovery,0.1,140.88,2,0
O-0010608,C-00960,2026-03-01,online,always-on,0.16,119.35,1,0
O-0010609,C-00960,2026-04-01,online,always-on,0.07,138.77,3,0
O-0010610,C-00960,2026-05-08,online,member-event,0.15,171.82,2,0
O-0010611,C-00960,2026-06-12,online,member-event,0.11,110.18,2,0
O-0010612,C-00961,2025-12-01,online,trail-season,0.32,77.36,1,0
O-0010613,C-00962,2025-07-03,online,winter-layering,0.19,66.71,2,0
O-0010614,C-00962,2025-09-24,online,cart-recovery,0.2,95.02,3,0
O-0010615,C-00962,2025-12-17,online,winter-layering,0.11,82.63,2,0
O-0010616,C-00962,2026-03-16,online,winter-layering,0.21,73.5,3,0
O-0010617,C-00962,2026-06-06,online,trail-season,0.16,113.55,1,0
O-0010618,C-00963,2024-07-28,online,always-on,0.05,188.82,3,0
O-0010619,C-00963,2024-08-24,online,member-event,0.07,197.71,4,0
O-0010620,C-00963,2024-09-23,online,winter-layering,0.1,153.3,3,0
O-0010621,C-00963,2024-10-14,online,always-on,0.1,198.34,4,0
O-0010622,C-00963,2024-11-13,online,winter-layering,0.08,131.58,2,0
O-0010623,C-00963,2024-12-17,retail-store,always-on,0.13,223.86,4,1
O-0010624,C-00963,2025-01-18,online,member-event,0.07,157.76,1,0
O-0010625,C-00963,2025-02-16,online,always-on,0.03,205.19,5,0
O-0010626,C-00963,2025-03-14,online,winter-layering,0.1,201.32,4,0
O-0010627,C-00963,2025-04-07,retail-store,always-on,0.14,160.24,2,0
O-0010628,C-00963,2025-05-12,online,member-event,0.11,167.51,4,0
O-0010629,C-00963,2025-06-10,online,trail-season,0,152.63,3,1
O-0010630,C-00963,2025-07-08,retail-store,member-event,0.14,186.42,1,0
O-0010631,C-00963,2025-08-04,online,cart-recovery,0.14,199.13,4,0
O-0010632,C-00963,2025-08-29,online,trail-season,0.15,258.7,4,0
O-0010633,C-00963,2025-10-04,online,winter-layering,0,207.29,5,0
O-0010634,C-00963,2025-10-31,online,member-event,0.12,213.17,3,0
O-0010635,C-00963,2025-11-29,online,always-on,0.07,137.81,2,0
O-0010636,C-00963,2025-12-29,retail-store,winter-layering,0.17,175.2,3,0
O-0010637,C-00963,2026-01-26,online,trail-season,0.16,205.21,2,0
O-0010638,C-00963,2026-02-22,online,trail-season,0.11,154.26,2,0
O-0010639,C-00963,2026-03-18,retail-store,always-on,0.12,157.82,3,0
O-0010640,C-00963,2026-04-19,online,trail-season,0.05,128.82,3,0
O-0010641,C-00963,2026-05-21,online,member-event,0.05,146.46,2,0
O-0010642,C-00963,2026-06-15,online,winter-layering,0.06,111.15,1,0
O-0010643,C-00964,2026-04-27,online,trail-season,0.26,84.18,2,1
O-0010644,C-00964,2026-05-20,online,cart-recovery,0.31,86.81,1,0
O-0010645,C-00964,2026-06-11,online,winter-layering,0.33,75.45,1,0
O-0010646,C-00965,2026-04-24,online,trail-season,0.08,54.25,1,0
O-0010647,C-00965,2026-05-10,online,member-event,0.18,55.09,2,0
O-0010648,C-00965,2026-05-17,online,trail-season,0.17,99.19,1,0
O-0010649,C-00965,2026-05-28,online,cart-recovery,0.12,107.23,1,0
O-0010650,C-00965,2026-05-29,online,cart-recovery,0.23,75.97,2,0
O-0010651,C-00966,2025-07-01,online,winter-layering,0.2,65.17,1,1
O-0010652,C-00966,2025-08-20,online,member-event,0.24,57.51,1,0
O-0010653,C-00966,2025-10-04,retail-store,always-on,0.25,56.3,2,0
O-0010654,C-00966,2025-11-20,online,trail-season,0.28,75.22,2,1
O-0010655,C-00966,2025-12-30,retail-store,winter-layering,0.25,57.65,1,0
O-0010656,C-00966,2026-02-23,online,cart-recovery,0.33,104.31,2,0
O-0010657,C-00967,2026-02-25,online,trail-season,0.14,78.23,1,0
O-0010658,C-00967,2026-04-02,online,trail-season,0.27,86.18,3,0
O-0010659,C-00967,2026-05-07,online,winter-layering,0.25,99.55,2,0
O-0010660,C-00967,2026-06-07,online,always-on,0.22,73.48,1,0
O-0010661,C-00968,2024-07-24,online,member-event,0.15,91.48,1,0
O-0010662,C-00968,2024-08-24,online,winter-layering,0.11,121.15,1,0
O-0010663,C-00968,2024-09-30,retail-store,always-on,0.07,113.95,2,1
O-0010664,C-00968,2024-10-30,online,member-event,0.12,94.92,1,1
O-0010665,C-00968,2024-12-04,online,always-on,0.09,147.07,4,0
O-0010666,C-00968,2025-01-03,online,winter-layering,0.13,123.43,2,0
O-0010667,C-00968,2025-02-05,online,cart-recovery,0.11,104.55,1,0
O-0010668,C-00968,2025-03-08,online,cart-recovery,0.16,156.26,3,0
O-0010669,C-00968,2025-04-11,online,winter-layering,0.22,113.87,4,0
O-0010670,C-00968,2025-05-12,retail-store,cart-recovery,0.14,94.15,2,0
O-0010671,C-00968,2025-06-10,online,always-on,0.17,160.38,2,0
O-0010672,C-00968,2025-07-15,retail-store,winter-layering,0.13,108.72,1,0
O-0010673,C-00968,2025-08-14,retail-store,always-on,0.1,186.45,3,0
O-0010674,C-00968,2025-09-10,online,member-event,0.15,146.72,3,0
O-0010675,C-00968,2025-10-19,online,member-event,0,177.26,3,0
O-0010676,C-00968,2025-11-22,online,trail-season,0.02,133.99,3,0
O-0010677,C-00968,2025-12-23,online,trail-season,0.12,96.11,2,0
O-0010678,C-00968,2026-01-22,retail-store,always-on,0.12,121.73,2,1
O-0010679,C-00968,2026-02-24,retail-store,trail-season,0.09,141.2,3,0
O-0010680,C-00968,2026-03-26,online,cart-recovery,0.08,165.59,4,0
O-0010681,C-00968,2026-04-25,retail-store,trail-season,0.22,123.36,1,0
O-0010682,C-00968,2026-06-01,online,always-on,0.13,122.17,1,0
O-0010683,C-00969,2025-04-04,online,member-event,0.14,109.65,3,0
O-0010684,C-00969,2025-05-02,online,always-on,0.1,102.37,3,1
O-0010685,C-00969,2025-06-08,online,winter-layering,0.16,81.01,2,0
O-0010686,C-00969,2025-07-11,online,member-event,0.14,88.53,3,0
O-0010687,C-00969,2025-08-05,retail-store,winter-layering,0.14,95.36,4,0
O-0010688,C-00969,2025-09-03,online,winter-layering,0.23,70.09,3,0
O-0010689,C-00969,2025-10-12,online,trail-season,0.18,81.89,3,0
O-0010690,C-00969,2025-11-15,online,cart-recovery,0.22,114.21,1,1
O-0010691,C-00969,2025-12-13,retail-store,cart-recovery,0.15,57.91,1,0
O-0010692,C-00969,2026-01-17,online,cart-recovery,0.22,94.21,2,0
O-0010693,C-00969,2026-02-11,online,trail-season,0.14,107.89,1,0
O-0010694,C-00969,2026-03-15,retail-store,trail-season,0.11,100.33,1,0
O-0010695,C-00969,2026-04-21,online,cart-recovery,0.05,93.87,1,0
O-0010696,C-00969,2026-05-19,online,cart-recovery,0.14,93.21,2,0
O-0010697,C-00970,2024-12-04,retail-store,always-on,0.16,129.8,1,0
O-0010698,C-00970,2025-01-29,retail-store,always-on,0.19,65.8,1,0
O-0010699,C-00970,2025-03-21,online,cart-recovery,0.19,51.54,2,0
O-0010700,C-00970,2025-05-15,retail-store,always-on,0.2,89.07,1,0
O-0010701,C-00970,2025-07-06,online,always-on,0.2,78.17,1,0
O-0010702,C-00970,2025-08-28,online,trail-season,0.18,52.97,2,0
O-0010703,C-00970,2025-10-19,online,trail-season,0.15,72.05,3,0
O-0010704,C-00970,2025-12-07,online,member-event,0.13,94.17,2,0
O-0010705,C-00970,2026-02-03,online,cart-recovery,0.15,69.62,1,0
O-0010706,C-00970,2026-03-25,retail-store,member-event,0.12,91.76,1,0
O-0010707,C-00970,2026-05-16,online,winter-layering,0.19,83.62,1,0
O-0010708,C-00971,2026-01-31,online,trail-season,0.07,76.87,1,0
O-0010709,C-00971,2026-02-23,retail-store,trail-season,0.14,71.49,1,0
O-0010710,C-00971,2026-03-19,online,winter-layering,0.21,69.09,2,1
O-0010711,C-00971,2026-04-11,retail-store,always-on,0.15,82.58,1,0
O-0010712,C-00971,2026-05-09,online,winter-layering,0.22,32.3,3,1
O-0010713,C-00971,2026-06-02,online,cart-recovery,0.14,88.19,2,0
O-0010714,C-00972,2026-02-28,retail-store,always-on,0.18,72.49,1,1
O-0010715,C-00972,2026-03-31,online,winter-layering,0.28,94.16,3,0
O-0010716,C-00972,2026-05-08,online,winter-layering,0.17,68.12,1,0
O-0010717,C-00972,2026-06-10,online,cart-recovery,0.27,73.83,1,0
O-0010718,C-00973,2024-12-07,online,member-event,0.12,84.34,2,0
O-0010719,C-00973,2025-01-23,retail-store,cart-recovery,0.17,102.71,3,0
O-0010720,C-00973,2025-03-23,online,cart-recovery,0.2,112.64,2,0
O-0010721,C-00973,2025-05-10,retail-store,winter-layering,0.22,90.79,2,0
O-0010722,C-00973,2025-07-03,online,always-on,0.18,52.53,2,0
O-0010723,C-00973,2025-08-23,online,cart-recovery,0.25,94.15,2,0
O-0010724,C-00973,2025-10-21,online,member-event,0.15,86.38,1,0
O-0010725,C-00973,2025-12-14,online,always-on,0.21,86.75,1,0
O-0010726,C-00973,2026-02-05,online,member-event,0.18,89.83,1,0
O-0010727,C-00973,2026-03-28,retail-store,cart-recovery,0.15,77.88,1,0
O-0010728,C-00973,2026-05-16,retail-store,winter-layering,0.17,64.88,1,0
O-0010729,C-00974,2024-07-22,online,always-on,0.28,84.94,3,0
O-0010730,C-00974,2024-09-19,online,cart-recovery,0.21,106.23,2,0
O-0010731,C-00974,2024-11-16,retail-store,winter-layering,0.25,90.06,2,0
O-0010732,C-00974,2025-01-08,retail-store,always-on,0.23,68.03,1,0
O-0010733,C-00974,2025-03-03,online,always-on,0.38,59.13,2,0
O-0010734,C-00974,2025-04-29,online,member-event,0.29,81.01,1,0
O-0010735,C-00974,2025-06-23,online,member-event,0.2,76.42,2,0
O-0010736,C-00974,2025-08-15,retail-store,always-on,0.25,71.05,1,0
O-0010737,C-00974,2025-10-14,retail-store,cart-recovery,0.21,90.31,1,0
O-0010738,C-00974,2025-12-05,online,cart-recovery,0.22,99.93,2,0
O-0010739,C-00974,2026-02-02,online,trail-season,0.3,65.01,2,0
O-0010740,C-00974,2026-03-27,online,winter-layering,0.27,102.84,3,0
O-0010741,C-00974,2026-05-15,retail-store,trail-season,0.17,115.25,2,0
O-0010742,C-00975,2024-12-03,online,cart-recovery,0.09,95.5,2,0
O-0010743,C-00975,2025-01-25,retail-store,always-on,0.19,67.94,1,1
O-0010744,C-00975,2025-03-16,online,member-event,0.2,58.81,2,0
O-0010745,C-00975,2025-04-24,online,member-event,0.07,77.03,1,0
O-0010746,C-00975,2025-06-19,online,winter-layering,0.21,94.62,2,0
O-0010747,C-00975,2025-08-10,online,member-event,0.13,38.79,1,0
O-0010748,C-00975,2025-09-27,online,trail-season,0.13,77.31,2,0
O-0010749,C-00975,2025-11-17,online,winter-layering,0.13,65.13,2,0
O-0010750,C-00975,2026-01-06,retail-store,trail-season,0.18,62.57,1,0
O-0010751,C-00975,2026-02-25,online,always-on,0.14,114.73,1,0
O-0010752,C-00975,2026-04-16,online,cart-recovery,0.2,87.18,1,1
O-0010753,C-00975,2026-06-03,online,winter-layering,0.2,84.59,1,0
O-0010754,C-00976,2024-07-28,online,always-on,0.02,105.8,1,0
O-0010755,C-00976,2024-08-25,online,always-on,0.11,160.3,2,0
O-0010756,C-00976,2024-09-22,retail-store,always-on,0.1,106.02,2,0
O-0010757,C-00976,2024-10-19,online,member-event,0.07,181.4,3,0
O-0010758,C-00976,2024-11-19,online,member-event,0.03,143.85,3,0
O-0010759,C-00976,2024-12-15,online,always-on,0.02,190.24,4,0
O-0010760,C-00976,2025-01-18,retail-store,cart-recovery,0.04,136.65,4,0
O-0010761,C-00976,2025-02-16,online,winter-layering,0,178.52,3,0
O-0010762,C-00976,2025-03-11,retail-store,always-on,0,193,4,0
O-0010763,C-00976,2025-04-12,online,member-event,0.07,159.08,1,1
O-0010764,C-00976,2025-05-10,retail-store,trail-season,0.13,160.97,4,0
O-0010765,C-00976,2025-06-07,retail-store,trail-season,0.09,104.7,1,0
O-0010766,C-00976,2025-07-05,online,winter-layering,0.01,163.96,3,0
O-0010767,C-00976,2025-07-31,online,member-event,0.12,141.75,1,1
O-0010768,C-00976,2025-08-28,online,winter-layering,0.09,135.94,4,0
O-0010769,C-00976,2025-10-01,online,winter-layering,0.08,153.49,4,0
O-0010770,C-00976,2025-10-29,online,always-on,0,204.04,4,0
O-0010771,C-00976,2025-11-28,online,always-on,0.07,191.81,4,0
O-0010772,C-00976,2025-12-24,online,trail-season,0.09,159.35,1,0
O-0010773,C-00976,2026-01-25,online,always-on,0.07,160.76,3,0
O-0010774,C-00976,2026-02-22,retail-store,winter-layering,0.13,132.08,3,0
O-0010775,C-00976,2026-03-23,online,trail-season,0.1,79.33,3,0
O-0010776,C-00976,2026-04-20,online,trail-season,0.07,149.78,3,0
O-0010777,C-00976,2026-05-19,retail-store,trail-season,0.11,140.47,3,0
O-0010778,C-00976,2026-06-17,online,always-on,0.02,181.95,3,0
O-0010779,C-00977,2024-10-06,online,member-event,0.33,59.5,1,0
O-0010780,C-00977,2025-02-02,online,trail-season,0.36,77.22,1,1
O-0010781,C-00977,2025-05-31,retail-store,trail-season,0.35,74.55,1,0
O-0010782,C-00977,2025-09-29,online,cart-recovery,0.36,87.68,1,0
O-0010783,C-00977,2026-01-24,online,winter-layering,0.34,80.95,1,0
O-0010784,C-00978,2024-07-27,online,always-on,0.12,152.56,1,0
O-0010785,C-00978,2024-09-24,online,cart-recovery,0.21,137.38,3,0
O-0010786,C-00978,2024-11-15,online,trail-season,0.16,135.13,3,0
O-0010787,C-00978,2025-01-12,online,winter-layering,0.05,145.07,3,0
O-0010788,C-00978,2025-03-09,retail-store,always-on,0.02,125.5,1,0
O-0010789,C-00978,2025-05-09,online,winter-layering,0.11,169.74,1,0
O-0010790,C-00978,2025-07-02,online,trail-season,0,139.79,3,1
O-0010791,C-00978,2025-09-01,online,member-event,0.12,146.87,2,0
O-0010792,C-00978,2025-10-21,online,winter-layering,0.15,100.78,1,0
